Source_Name,Xray_Index,FX,FG,PL_Index,PLEC_SigCurv,Variability_Index,finalV,Class
4FGL J0205.7+6449,1.8,1.36E-11,6.445575E-11,2.466502,8.334379,5.459605,27.803,psr
4FGL J0218.1+4232,1.11,1.28E-13,4.92972E-11,2.354915,12.440108,11.292283,25.21,psr
4FGL J0357.8+3204,2.53,1.11E-13,6.612613E-11,2.2941928,33.46518,16.404676,23.045,psr
4FGL J0359.4+5414,2.7,2.89E-15,2.134798E-11,2.3817012,10.697172,3.7491198,22.567,psr
4FGL J0437.2-4715,2.98,2.741E-12,1.6767601E-11,2.335186,16.91039,9.085516,21.244,psr
4FGL J0534.5+2200,1.63,2.486E-10,1.4384429E-9,2.3268569,30.142836,62.37773,17.3,psr
4FGL J0614.1-3329,4.91,1.247E-12,1.1319057E-10,1.9127336,36.732376,4.8714867,26.33,psr
4FGL J0633.7+0632,1.45,1.69E-13,9.5674135E-11,2.230074,23.936653,6.838747,28.23,psr
4FGL J0633.9+1746,1.9,1.5E-14,4.247203E-9,2.0902097,213.46082,12.698334,26.477,psr
4FGL J0659.7+1416,2.1,2.649E-11,2.7762011E-11,2.8502924,11.347644,8.465734,40.0,psr
4FGL J0751.2+1808,1.31,5.89E-14,9.969587E-12,2.0598524,12.24263,6.3333845,26.659,psr
4FGL J0835.3-4510,2.7,4.805E-11,9.377964E-9,2.2226422,199.2767,4.25317,22.269,psr
4FGL J0952.1-0607,2.5,9.0E-15,2.2026146E-12,2.1951532,5.094388,9.396071,24.753,psr
4FGL J1016.3-5857,1.52,7.12E-14,7.0855606E-11,2.4705303,9.309773,6.891141,40.0,psr
4FGL J1023.0-5745,1.54,4.68E-14,1.514541E-10,2.431938,17.339725,2.4471574,22.115,psr
4FGL J1028.5-5819,2.0,1.36E-13,2.6581692E-10,2.352837,25.681242,3.6641855,26.31,psr
4FGL J1048.6+2340,1.64,8.125E-14,5.055278E-12,2.29081,3.3127491,8.973273,20.358,psr
4FGL J1048.2-5832,1.22,1.58E-14,1.9360459E-10,2.335856,26.073954,4.68135,28.61,psr
4FGL J1055.7-6028,2.0,1.83E-14,2.081927E-11,2.410757,5.66737,10.307451,40.0,psr
4FGL J1104.9-6037,0.0,4.4E-15,2.4377353E-11,2.414721,9.285917,3.5279853,22.07,psr
4FGL J1105.4-6108,1.8,1.172E-12,2.1978813E-11,2.4820106,5.079069,2.3475678,21.581,psr
4FGL J1119.1-6127,1.74,5.938E-13,4.504984E-11,2.317472,5.019085,10.861152,22.149,psr
4FGL J1124.0-3653,2.1,6.658E-14,1.2536405E-11,2.1193156,9.987034,5.2259502,26.031,psr
4FGL J1124.7-5915,1.54,1.95E-12,6.066488E-11,2.4564695,11.214797,7.653471,28.81,psr
4FGL J1135.2-6055,1.15,1.08E-14,4.414884E-11,2.4072673,10.285016,6.7866917,19.351,psr
4FGL J1228.0-4853,1.53,5.1E-12,2.4040221E-11,2.3792608,7.1214356,56.691372,40.0,psr
4FGL J1231.1-1412,3.84,3.148E-12,9.948273E-11,1.9663708,41.169384,17.241665,25.498,psr
4FGL J1311.7-3430,1.71,1.71E-13,6.1563206E-11,2.2352808,14.931902,9.684936,40.0,psr
4FGL J1417.6-4403,1.32,7.771E-13,7.478826E-12,2.3335326,5.589002,5.444543,16.85,psr
4FGL J1418.7-6057,1.8,2.46E-14,3.0925648E-10,2.3750975,24.395206,6.7452044,21.665,psr
4FGL J1420.0-6048,0.84,3.03E-14,1.3719632E-10,2.3948185,10.910613,16.803963,21.599,psr
4FGL J1446.6-4701,2.93,3.097E-14,6.69764E-12,2.2559555,6.3537073,7.817119,23.167,psr
4FGL J1459.5-6053,2.1,5.808E-14,1.2738299E-10,2.5062385,17.189907,8.162962,23.093,psr
4FGL J1509.4-5850,1.36,2.067E-14,1.172128E-10,2.4100003,17.625187,10.64639,22.179,psr
4FGL J1614.5-2230,4.64,9.188E-15,2.4537098E-11,2.0797403,18.481552,4.2202287,17.66,psr
4FGL J1628.1-3204,2.6,1.224E-13,1.0625399E-11,2.3985877,7.89162,2.0285463,20.307,psr
4FGL J1653.6-0158,1.65,6.71E-14,3.4568137E-11,2.289459,13.484889,10.390047,22.319,psr
4FGL J1718.2-3825,1.55,5.95E-14,1.1067092E-10,2.5363038,13.91725,1.4247506,22.019,psr
4FGL J1732.5-3131,2.01,3.3E-14,1.7802405E-10,2.3074892,32.67987,3.9625943,19.561,psr
4FGL J1741.9-2054,2.71,2.57E-12,1.1584806E-10,2.4577873,37.057877,2.8133934,40.0,psr
4FGL J1747.2-2957,1.51,2.33E-12,1.6643391E-10,2.5365362,18.056051,9.951354,20.868,psr
4FGL J1809.8-2332,1.85,2.19E-10,4.403006E-10,2.2976525,40.889355,5.8191175,40.0,psr
4FGL J1810.5+1744,2.1,2.642E-14,2.4275366E-11,2.3731444,9.005264,10.993151,21.308,psr
4FGL J1813.4-1246,1.72,9.54E-13,2.480455E-10,2.490069,26.964663,5.4773293,23.324,psr
4FGL J1823.5-3020,1.01,2.13E-10,1.41488895E-11,2.2030306,7.300726,3.213282,40.0,psr
4FGL J1824.6-2452,0.008,3.41E-11,2.2174112E-11,2.3653529,8.699651,3.3097355,17.391,psr
4FGL J1826.1-1256,0.79,1.98E-14,4.4296034E-10,2.4356484,31.85687,7.7440104,40.0,psr
4FGL J1833.5-1033,1.52,3.212E-12,8.250267E-11,2.5046744,6.4271936,1.9306086,24.961,psr
4FGL J1836.2+5925,2.05,8.85E-14,6.1998345E-10,2.0583625,113.64893,11.095913,28.894,psr
4FGL J1844.4-0345,2.0,2.04E-14,4.6259382E-11,2.4599583,10.494366,9.355194,40.0,psr
4FGL J1907.9+0602,3.16,9.76E-13,3.0209707E-10,2.3315504,31.246452,6.3048487,22.411,psr
4FGL J1952.9+3252,1.71,2.95E-12,1.5079187E-10,2.2767303,26.294985,3.2786207,21.323,psr
4FGL J1958.7+2846,1.14,3.2E-14,1.0696947E-10,2.3446944,21.462803,3.5305233,23.235,psr
4FGL J1959.5+2048,1.37,3.26E-14,1.5311143E-11,2.356051,10.691518,7.656006,21.837,psr
4FGL J2017.9+3625,2.0,6.48E-15,6.9906955E-11,2.503662,15.309065,7.409915,25.65,psr
4FGL J2021.1+3651,1.68,6.06E-13,5.3619015E-10,2.3133342,48.952705,2.2368228,28.276,psr
4FGL J2021.5+4026,0.86,8.89E-14,8.314776E-10,2.34228,53.928547,201.75641,22.625,psr
4FGL J2022.3+3840,0.93,7.735E-13,2.2455152E-11,2.7205515,5.605524,6.809565,22.659,psr
4FGL J2032.2+4127,2.0,2.447E-14,1.4294997E-10,2.2212572,22.332617,10.653114,12.27,psr
4FGL J2043.7+2741,3.1,1.284E-13,8.831482E-12,2.4305234,8.220409,33.109806,26.45,psr
4FGL J2051.0-0826,2.51,4.35E-15,2.6882932E-12,2.1011827,5.054351,7.10484,27.107,psr
4FGL J2055.8+2540,2.04,4.1E-14,5.2838362E-11,2.1675305,31.388172,8.098775,40.0,psr
4FGL J2124.7-3358,2.89,2.02E-13,3.839591E-11,2.006402,27.75549,6.3514895,40.0,psr
4FGL J2129.8-0428,1.4,2.625E-14,7.3755654E-12,2.1652443,7.1596293,3.179014,17.69,psr
4FGL J2214.6+3000,0.0,2.58E-15,3.2502792E-11,2.076753,22.26771,11.170687,24.314,psr
4FGL J2215.6+5135,1.4,1.131E-13,1.7168015E-11,2.2204852,8.183254,8.75527,20.087,psr
4FGL J2229.0+6114,1.01,1.23E-12,2.4923877E-10,2.2967281,31.431957,6.4297047,40.0,psr
4FGL J2256.8-1024,2.7,5.386E-14,7.93376E-12,2.1817737,7.626959,8.279588,23.287,psr
4FGL J2302.7+4443,2.91,1.82E-13,3.8633433E-11,2.0197759,22.69881,3.5427363,24.406,psr
